"name","converted_modelid"
Para,"120"
Paralyzing_Tube_GS,"0"
Parata,"81"
Pardus,"200"
Pascerpot,"141"
Passage_Crab,"100"
Pasture_Funguar,"120"
Pasuk,"73"
Patriarch_Protector,"4"
Patrol_Worm,"169"
Pavan,"28"
Peak_Pugil,"92"
Peallaidh,"85"
Peapuk,"210"
Peerifool,"45"
Pee_Qoho_the_Python,"84"
Peg_Powler,"96"
Peiste,"223"
Pelican,"32"
Pepper,"20"
Percipient_Fish,"92"
Percipient_Zoraal_Ja,"73"
Periqia_Pugil,"92"
Peryton,"80"
Petrocrab,"100"
Petro_Pukis,"164"
Pevv_the_Riverleaper,"31"
Pey,"60"
Phanduron_the_Condemned,"26"
Phantasmal_Puk,"208"
Phantom,"112"
Phantom_Puk,"208"
Phantom_Worm,"170"
Phasma,"112"
Phlebotomic_Slug,"20"
Phoedme,"20"
Phorusrhacos,"80"
Piasa,"188"
Picklix_Longindex,"249"
Pilwiz,"153"
Pining_Abazohn,"197"
Pirate_Pugil,"92"
Piscean_Caster,"6"
Pitchy_Pudding,"186"
Pit_Antlion,"68"
Pit_Bugard,"71"
Pit_Hare,"12"
Pit_Lindwurm,"61"
Pit_Monster,"0"
Pit_Puk,"208"
Pit_Spider,"54"
Pixie,"238"
Pixiebane,"232"
Pixietrap,"65"
Pixie_Impaler,"17"
Plague_Bats,"4"
Plague_Chigoe,"211"
Plateau_Glider,"192"
Plateau_Hare,"12"
Platinum_Quadav,"148"
Platoon_Scorpion,"28"
Plenilune_Ronin,"31"
Plumbago,"52"
Pluto,"64"
Pneumaflayer,"239"
Poisonhand_Gnadgad,"112"
Poison_Bat,"0"
Poison_Funguar,"120"
Poison_Leech,"20"
Poison_Peiste,"223"
Poison_Pukis,"164"
Polar_Hare,"14"
Polevik,"183"
Poltergeist,"195"
Polybotes,"128"
Ponderer,"104"
Pond_Amoeban,"92"
Pond_Sahagin,"19"
Poo_Yozo_the_Babbler,"72"
Popochu,"76"
Poroggo,"19"
Poroggo_Casanova,"19"
Poroggo_Charmer,"19"
Poroggo_Dom_Juan,"190"
Poroggo_Gent,"190"
Poroggo_Gourmand,"190"
Poroggo_Madame,"21"
Poroggo_Prince,"190"
Poroggo_Seducteur,"190"
Poroggo_Servant,"191"
Poroggos_Toady,"191"
Porphyrion,"131"
Portia,"31"
Posten,"33"
Powderkeg_Yanadahn,"107"
Praetorian_Guard_CCCXI,"17"
Princeps_IV-XLV,"18"
Princeps_V-XI,"246"
Princeps_XIII-LXXXIX,"243"
Princess_Jelly,"36"
Princess_Pudding,"7"
Prince_Seere,"244"
Prishe,"183"
Processionaire,"140"
Proconsul_XII,"17"
Procreator,"109"
Procrustes,"18"
Progenerator,"109"
Promathia,"48"
Propagator,"109"
Proteus,"97"
Proto-Omega,"55"
Proto-Ultima,"52"
Protoamoeban,"92"
Protozoan,"36"
Provoker,"93"
Prowlox_Barrelbelly,"62"
Prune,"20"
Psycheflayer,"239"
Psychopomp,"167"
Puck,"45"
Pudding,"36"
Pudding_Master,"7"
Puffer_Pugil,"92"
Pugil,"92"
Pug_Pugil,"92"
Puk_WW,"208"
Puktrap,"65"
Puk_Executioner,"208"
Pulverized_Pfeffer,"112"
Punctured_Percy,"112"
Pupil_Palliator_I,"2"
Pupil_Palliator_II,"2"
Pupil_Palliator_III,"2"
Purgatory_Bat,"0"
Puroboros,"24"
Purpleflash_Brukdok,"103"
Purson,"146"
Pustule,"37"
Putrid_Immortal_Guard,"65"
Putrid_Peapuk,"209"
Puu_Timu_the_Phantasmal,"60"
Pya,"80"
Pygmaioi,"44"
Pyracmon,"8"
Pyrodrake,"142"
Python_Mercenary,"14"
Qaitu,"112"
Qiqirn_Archaeologist,"199"
Qiqirn_Astrologer,"199"
Qiqirn_Bewitcher,"201"
Qiqirn_Ceramist,"199"
Qiqirn_Diamantaire,"199"
Qiqirn_Diver,"199"
Qiqirn_Eggler,"199"
Qiqirn_Enterpriser,"199"
Qiqirn_Freelance,"199"
Qiqirn_Goldsmith,"199"
Qiqirn_Huckster,"199"
Qiqirn_Lieuter,"199"
Qiqirn_Mercenary,"199"
Qiqirn_Mine,"254"
Qiqirn_Miner,"199"
Qiqirn_Mireguide,"199"
Qiqirn_Mosstrooper,"199"
Qiqirn_Pecheur,"199"
Qiqirn_Poulterer,"199"
Qiqirn_Rock_Hound,"199"
Qiqirn_Trailer,"199"
Qiqirn_Trapper,"199"
Qiqirn_Treasure_Hunter,"199"
Qiqirn_Volcanist,"199"
Qnaern_rdm,"95"
Qnhpemde,"128"
Qnxzomit,"16"
Qnzdei,"133"
Quadav_Carrier,"78"
Quadav_Guard,"69"
Quadav_Stormer,"153"
Quadav_Transporter,"146"
Quadav_Turret,"120"
Quasimodo,"177"
Qudeen,"94"
Queenbug,"226"
Queen_Crawler,"140"
Queen_Jelly,"36"
Queen_of_Batons,"175"
Queen_of_Coins,"175"
Queen_of_Cups,"175"
Queen_of_Swords,"175"
Qufim_Pugil,"92"
Quick_Draw_Sasaroon,"199"
Quiebitiel,"219"
Qull_the_Fallstopper,"41"
Qull_the_Shellbuster,"19"
Qultada,"114"
Qulun_Heavyshell,"73"
Qutrub_drk,"197"
Qutrub_Extortionist,"197"
Qutrub_Forayer,"197"
Qutrub_Wastrel,"198"
Quu_Domi_the_Gallant,"76"
QuPho_Bloodspiller,"27"
Rabid_Rat,"12"
Race_Runner,"69"
Racing_Chariot,"29"
Radiant_Wyvern,"142"
Rafflesia,"232"
Ragelise,"31"
Rahdjab,"97"
Rahskhass_Pet,"52"
Rahu,"60"
Raid_Raptor,"61"
Raigegue_R_dOraguille,"83"
Rainbringer_Yjatvot,"125"
Rainemard,"9"
Raja,"95"
Rakshas,"200"
Rallbrog_of_Clan_Death,"115"
Rampaging_Ram,"88"
Ramuh_Prime,"30"
Ranch_Wamoura,"16"
Ranch_Wamouracampa,"10"
Rancid_Ooze,"36"
Rancor_Torch,"24"
Range_Clionid,"76"
Rani,"94"
Raptor,"60"
Rasetsu,"229"
Raskovnik,"232"
Raubahn,"113"
Rauu_the_Whaleswooner,"46"
Ravager_Chariot,"29"
Raven,"189"
Ravin_Raven,"189"
Razfahd,"42"
Razon,"34"
Razorback,"69"
Vespo,"16"
Razorjaw_Pugil,"92"
RaDha_Scarscute,"71"
Reactionary_Rampart,"26"
Reacton,"26"
Reapertongue_Gadgquok,"25"
Reaper_Clan_Warmachine,"172"
Recluse_Spider,"54"
Red_Kisser,"20"
Red_Osculator,"20"
Red_Rose_Condottiere,"0"
Red_Smoocher,"20"
Ree_Nata_the_Melomanic,"61"
Refitted_Chariot,"29"
Reifnir,"241"
Rencounter_Chariot,"29"
Repiner,"115"
Republican_Infantry,"0"
Republic_Garrison,"2"
Republic_Supplier,"12"
Reserve_Draugar_AR_blm,"230"
Resheph,"74"
Retiarius_XI-XIX,"1"
Revenant_SoZ_ENS_FY,"112"
Rhoikos,"131"
Rhoitos,"131"
Rhushouf,"97"
Rictusgrin_Prakpok,"122"
Riding_Lizard,"72"
Rift_Dragon,"164"
Rift_Treant,"132"
Rikoh_Wahcondalo,"67"
Riko_Kupenreich,"62"
Rime_Gigas,"198"
Riparian_Sahagin,"57"
Riverne_Vulture,"189"
River_Crab,"100"
River_Murex,"93"
River_Sahagin,"38"
Rivulet_Sahagin,"43"
Robber_Crab,"100"
Roc,"80"
Rock_Crab,"100"
Rock_Eater,"168"
Rock_Golem,"176"
Rock_Grinder,"168"
Rock_Lizard,"72"
Rock_Murex,"93"
Rogue_Marid,"202"
Rohemolipaud,"5"
Rojgnojs_Left_Hand,"116"
Rojgnojs_Right_Hand,"110"
Romaa_Mihgo,"9"
Rompaulion_S_Citalle,"34"
Rongelouts_N_Distaud,"15"
Rongeur_Dos,"108"
Rongo-Nango,"1"
Roo_Beju_the_Eulogizer,"81"
Rose_Garden,"124"
Rossweisse,"110"
Rotten_Jam,"36"
Rotten_Sod,"64"
Rotting_Huskarl,"60"
Rot_Prowler,"60"
Routsix_Rubbertendon,"64"
Royal_Banneret,"7"
Royal_Esquire,"14"
Royal_Garrison,"1"
Royal_Guard,"14"
Royal_Infantry,"0"
Royal_Knight,"3"
Royal_Leech,"20"
Royal_Palliator,"12"
Royal_Provisioner,"8"
Rubicund_Adenium,"53"
Ruby_Quadav,"158"
Ruebezahl,"176"
Ruffbix_Jumbolobes,"63"
Rugaroo,"241"
Ruly_Imp,"188"
Rumble_Crawler,"140"
Ruminator,"104"
Russet_Rarab,"12"
Ruszor,"175"
Rutrix_Hamgams,"64"
Rogue_Receptacle,"156"
RuBha_Stonewall,"81"
Ruphuabo,"131"
Ryy_Qihi_the_Idolrobber,"57"
Sabertooth_Tiger,"52"
Sable-tongued_Gonberry,"198"
Sabotender,"116"
Sabotender_Amante,"116"
Sabotender_Bailarin,"116"
Sabotender_Campeon,"117"
Sabotender_Enamorado,"116"
Sabotender_Maestro,"116"
Sabotender_Mariachi,"116"
Sabotender_Sediendo,"116"
Sacrificial_Goblet,"156"
Sadfly,"192"
Saehrimnir,"52"
Sagelord_Molaal_Ja_WW,"91"
Sagittarius_X-XIII,"252"
Sagittarius_XIII-XXVI,"243"
Sahagin_Parasite,"20"
Sahagin_Patriarch,"46"
Sahagins_Wyvern,"24"
Saizo,"176"
Salamander,"73"
Salimuhl,"89"
Saltopus,"197"
Salyhaar,"94"
Sandworm,"235"
Sand_Bats,"4"
Sand_Beetle,"153"
Sand_Cockatrice,"32"
Sand_Crab,"100"
Sand_Digger,"168"
Sand_Eater,"168"
Sand_Hare,"12"
Sand_Lizard,"72"
Sand_Murex,"93"
Sand_Pugil,"92"
Sand_Spider,"54"
Sand_Sweeper,"48"
Sand_Tarantula,"54"
Sanguine_Bat,"1"
Sapphire_Quadav,"159"
Sapphirine_Quadav,"159"
Sarameya,"1"
Sarcophilus,"70"
Satellite_Claymores,"203"
Satellite_Daggers,"197"
Satellite_Great_Axes,"202"
Satellite_Guns,"210"
Satellite_Hammers,"201"
Satellite_Horns,"214"
Satellite_Knuckles,"196"
Satellite_Kunai,"207"
Satellite_Longbows,"209"
Satellite_Longswords,"194"
Satellite_Scythes,"200"
Satellite_Shield,"213"
Satellite_Spears,"204"
Satellite_Staves,"206"
Satellite_Tabars,"198"
Satellite_Tachi,"208"
Satiator,"109"
Satyral,"146"
Sauromugue_Skink,"60"
Savage_Hound_Condottiere,"5"
Savage_Ruszor,"175"
Savanna_Crab,"100"
Savanna_Dhalmel,"76"
Savanna_Rarab,"13"
SaNha_Soulsaver,"151"
Scabrous_Slug,"229"
Scalding_Fafool_Ja,"72"
Scarab_Beetle,"152"
Scarlet_Boar_Esquire,"13"
Scavenger_Crab,"100"
Scavenging_Hound,"108"
Schnitter,"60"
Schwertleite,"79"
Scimitar_Scorpion,"28"
Scitalis,"197"
Scolopendra,"97"
Scolopendrid,"195"
Scorpion_Caster,"13"
Scout_Puk,"208"
Screamer,"188"
Scruffix_Shaggychest,"63"
Scrutinizer,"56"
Scylla_Brigade_Elite,"0"
Scylla_Brigade_Healer,"2"
Scylla_Brigade_Officer,"7"
Scythefang_Liger,"200"
Scythemaw_Jagil,"93"
Scythe_Victim_war,"94"
Searcher,"8"
Searing_Vogaal_Ja,"245"
Seasonal_Treant,"138"
Sea_Bishop,"96"
Sea_Bonze,"96"
Sea_Crab,"100"
Sea_Hog,"92"
Sea_Horror,"96"
Sea_Monk,"96"
Sea_Pugil,"92"
Sea_Puk_BT,"208"
Second_Rampart,"26"
Secutor_XI-XXXII,"239"
Sedna,"158"
Seed_Crystal,"47"
Seed_Goblin,"49"
Seed_Mandragora,"48"
Seed_Orc,"50"
Seed_Quadav,"51"
Seed_Thrall,"10"
Seed_Yagudo,"52"
Seeker,"8"
Seeker_Bats,"4"
Seelie,"238"
Seether,"97"
Seiryu,"143"
Seneschal_Imp,"188"
Sensenmann,"52"
Sentinel_Crab,"100"
Sentinel_Wivre,"185"
Sentry_Lizard,"72"
Sentry_Sapling,"136"
Seps,"209"
Serjeant_Tombstone,"32"
Serket,"28"
Serpopard_Ishtar,"76"
Serra,"93"
Sevenskewer_Krugglug,"108"
Seven_of_Batons,"175"
Seven_of_Coins,"175"
Seven_of_Cups,"175"
Seven_of_Swords,"175"
Sewer_Syrup,"36"
Seww_the_Squidlimbed,"57"
Shade_war,"21"
Shadelurking_Zolool_Ja,"83"
Shadow_war,"19"
Shadoweye_Gnat,"220"
Shadowfang,"229"
Shadowfang_Void,"15"
Shadowhand,"29"
Shadowhand_Cuirassier,"29"
Shadowhand_Kajeel_Ja,"73"
Shadowhind_Machinator,"235"
Shadowhorn,"79"
Shadowhorn_Stormer,"15"
Shadowsoul,"169"
Shadowsoul_Devourer,"165"
Shadowwing,"177"
Shadowwing_Infuriator,"177"
Shadow_Dragon,"164"
Shadow_Eye,"8"
Shadow_Funguar,"120"
Shadow_Lizard,"73"
Shadow_Lord_1,"21"
Shadow_of_Rage,"4"
Shailham,"98"
Shamarhaan,"115"
Shamblix_Rottenheart,"63"
Shantotto,"71"
Sharabha,"147"
Sharayaan,"94"
Sharp-Eared_Ropipi,"13"
Shatterskull_Mippdapp,"2"
Shaula,"195"
Shayaam,"94"
Shen,"81"
Shens_Filtrate,"12"
Shesha,"177"
Shewriwhile,"167"
Shielded_Chariot,"32"
Shieldtrap,"65"
Shii,"108"
Shikaree_X,"107"
Shikaree_Xs_Rabbit,"13"
Shikaree_Y,"106"
Shikaree_Z,"105"
Shikaree_Zs_Wyvern,"24"
Shikigami_Weapon,"222"
Shinryu,"63"
Ship_Wight,"64"
Shisox_Widebrow,"63"
Shiva_Prime,"29"
Shoal_Pugil,"92"
Shore_Sahagin,"19"
Shore_Spider,"57"
Shrapnel,"24"
Shredded_Samson,"112"
Shrewd_Hunter,"68"
Shrieker,"120"
Sicklemoon_Crab,"101"
Sicklemoon_Jagil,"93"
Sidhe,"238"
Siegebreaker_Wujroj,"102"
Siege_Bat,"0"
Siege_Scorpion,"28"
Siege_Turret,"114"
Siegrune,"100"
Sierra_Tiger,"52"
Silencing_Tube_GS,"0"
Silk_Caterpillar,"140"
Silverhook,"58"
Silver_Fox_Archer,"11"
Silver_Quadav,"146"
Simorg,"197"
Simurgh,"80"
Sinister_Seidel,"156"
Sippoy,"164"
Siranpa-kamuy,"139"
Sirin,"188"
Sirrush,"74"
Sisyphus,"176"
Six_of_Batons,"175"
Six_of_Coins,"175"
Six_of_Cups,"175"
Six_of_Swords,"175"
Sjokrakjen,"97"
Skadi,"197"
Skahnowa,"144"
Skeleton_Escort,"60"
Skeleton_Esquire,"52"
Skeleton_Sorcerer,"52"
Skeleton_Warrior,"60"
Skewer_Sam,"32"
Skimmer,"192"
Skinmask_Ugghfogg,"23"
Skirmish_Pephredo,"16"
Skoffin,"62"
Skogs_Fru,"226"
Skull_of_Envy,"101"
Skull_of_Gluttony,"152"
Skull_of_Greed,"59"
Skull_of_Lust,"77"
Skull_of_Pride,"122"
Skull_of_Sloth,"112"
Skull_of_Wrath,"94"
Slasher,"101"
Slash_Pine,"136"
Slate_Scorpion,"195"
Slaughterous_Scorpion,"28"
Slaughterous_Smilodon,"200"
Slavering_Lizard,"72"
Slave_Globe,"58"
Sleet_Gigas,"199"
Slendlix_Spindlethumb,"237"
Slime_Mold,"36"
Slinkix_Trufflesniff,"62"
Slitherword_Razghogg,"25"
Slough_Bats,"4"
Slystix_Megapeepers,"62"
Small_Box,"3"
Smeltix_Thickhide,"64"
Machairodus,"200"
Smok,"96"
Smolenkos,"8"
Smothered_Schmidt,"112"
Sniper_Pugil,"92"
Snipper_fished,"100"
Snoll,"22"
Snoll_Tzar,"27"
Snowball,"22"
Snowflake,"22"
Snow_Devil,"22"
Snow_Gigas,"197"
Snow_Lizard,"73"
Snow_Maiden,"22"
Snow_Wight_war,"60"
Snypestix_Eaglebeak,"62"
Sobbing_Eyes,"128"
Sobbing_Sapling,"136"
Sobek,"72"
Sods_Limule,"77"
Soldier_Crawler,"140"
Soldier_Pephredo,"17"
Solicitor,"115"
Sonia,"10"
Son_of_Anansi,"55"
Soo_Jopo_the_Fiendking,"57"
Soo_Luma_the_Ascended,"65"
Soulflayer,"239"
Soulsender_Fugbrag,"25"
Soulstealer_Skullnix,"249"
Soul_Stinger,"16"
Southern_Piranu,"193"
Southern_Shadow,"38"
Southern_Spriggan,"30"
Sozu_Bliberry,"227"
Sozu_Rogberry,"170"
Sozu_Sarberry,"176"
Sozu_Terberry,"173"
SoGho_Adderhandler,"28"
SoHyu_Quakemaker,"157"
SoZho_Metalbender,"30"
Sparkspox_Sweatbrow,"64"
Spartoi_Sorcerer,"52"
Spartoi_Warrior,"60"
Spectacled_Bats,"4"
Spectator,"58"
Specter_war,"20"
Specter_Bat,"0"
Spell_Spitter_Spilospok,"188"
Speltercap,"201"
Spelunking_Sabotender,"116"
Spider_Wasp,"16"
Spinalsucker_Galflmall,"26"
Spinebeak_Neckchopper,"253"
Spinel_Quadav,"150"
Spinner,"56"
Spinous_Pugil,"92"
Spiny_Spipi,"140"
Spitting_Spider,"56"
Splinterspine_Grukjuk,"114"
Sponge,"36"
Spongilla_Fly,"192"
Spook,"112"
Spotter,"8"
Spriggan_war,"22"
Spring_Pugil,"92"
Spring_Sahagin,"38"
Sprinkler,"156"
Sprite,"238"
Spuk,"112"
Spunkie_CL,"24"
Squib,"191"
Srei_Ap,"112"
Stabnix_Skewerfinger,"103"
Staggering_Sapling,"136"
Stag_Beetle,"152"
Stag_Crab,"100"
Stalking_Sapling,"136"
Starmite,"152"
Star_Bat,"0"
Star_Ruby_Quadav_BS,"158"
Star_Sapphire_Quadav,"154"
Statue_Prototype,"38"
Stcemqestcint,"132"
Stealth_Bat,"0"
Stealth_Bomber_Gagaroon,"199"
Steam_Cleaner,"156"
Steam_Lizard,"72"
Steelbiter_Gudrud,"100"
Steelfleece_Baldarich,"88"
Steelhide_Protector,"250"
Steelshell,"100"
Steel_Quadav,"142"
Stegotaur_PA,"79"
Steppe_Hare,"12"
Stickpin,"20"
Stihi,"164"
Stinging_Sophie,"16"
Stink_Bats,"4"
Stirge,"0"
Stolas,"188"
Scourquixs_Wyvern,"249"
Stone_Crab,"100"
Stone_Eater,"168"
Stone_Golem,"176"
Stoorworm,"4"
Strato_Hippogryph,"85"
Stray,"83"
Stray_Mary,"84"
Stream_Amoeban,"92"
Stream_Limule,"77"
Stream_Sahagin,"50"
Strifelord_Bakool_Ja,"79"
Striking_Bull,"8"
Stringes,"1"
Strolling_Sapling,"136"
Strongarm_Zodvad,"234"
Stroper,"124"
Stroper_Chyme,"36"
Stubborn_Dredvodd,"129"
Student_Salvemi,"5"
Sturdy_Pyxis,"11"
Sturm,"108"
Sturmtiger,"52"
Stygian_Demon_UR,"232"
Stygian_Djinn,"196"
Stygian_Pugil,"92"
Sub-zero_Gear,"27"
Submarine_Nipper,"100"
Succubus_Bats,"4"
Suhur_Mas,"92"
Sulfur_Scorpion,"28"
Suparna,"80"
Suparna_Fledgling,"80"
Sureshot_Snatgat,"233"
Surmerdar_the_Unbridled,"171"
Surveyor,"58"
Suttung,"176"
Suu_Xicu_the_Cantabile,"61"
Suzaku,"81"
Svelldrake,"143"
Swamfisk,"92"
Swamp_Leech,"20"
Swamp_Muck,"36"
Swamp_Pugil,"92"
Swamp_Sahagin,"53"
Swarmspawn,"12"
Swashstox_Beadblinker,"190"
Sweeping_Cluster,"35"
Swiftwinged_Gekko,"190"
Swift_Hunter,"68"
Swipostik,"170"
Swypestix_Tigershins,"62"
Sylvestre,"44"
Tabar_Beak,"32"
Tablilla,"49"
Tahbmar,"97"
Taifun,"52"
Tainted_Flesh_LoO,"64"
Tainted_Hound,"108"
Tainted_Treant,"132"
Taisai,"128"
Taisaijin,"128"
Talacca_Clot,"38"
Talos,"48"
Tanngrisnir,"165"
Wilywox_Tenderpalm,"62"
Tarasque,"72"
Tarbotaur,"80"
Tartalo,"8"
Tartaruga_Gigante,"145"
Tartarus_Eft,"69"
Taruroaster_Biggsjig,"25"
Tarutaru_Automaton,"214"
Tatzlwurm,"142"
Taurus,"79"
Tavnazian_Ram,"88"
Tavnazian_Sheep,"84"
Tawny-fingered_Mugberry,"170"
Taxim,"52"
TaHyu_Gallanthunter,"29"
Tebhi,"160"
Teekesselchen,"157"
Teine_Sith,"24"
Tejas,"25"
Telchines_Bard,"58"
Telchines_Dragoon,"32"
Telchines_Monk,"19"
Telchiness_Wyvern,"24"
Telchines_White_Mage,"47"
Temenos_Aern_pld,"90"
Temenos_Cleaner,"156"
Temenos_Ghrah,"144"
Temenos_Weapon,"195"
Temple_Bee,"17"
Temple_Guardian,"48"
Temple_Knight,"2"
Temple_Opo-opo,"160"
Tenzen,"158"
Ten_of_Batons,"175"
Ten_of_Coins,"175"
Ten_of_Cups,"175"
Ten_of_Swords,"175"
Teratotaur,"79"
Terminus_Eft,"69"
Terror_Pugil,"92"
Teugghia,"239"
TeZha_Ironclad,"29"
Thalassic_Pugil,"92"
Thawed_Bones_war,"60"
Theoyagudo_Bard,"94"
Theoyagudo_Black_Mage,"92"
Theoyagudo_Monk,"94"
Theoyagudo_Ninja,"89"
Theoyagudo_Samurai,"90"
Theoyagudo_Summoner,"93"
Theoyagudo_White_Mage,"95"
The_Waughroon_Kid,"40"
Thiazi,"80"
Thickshell,"100"
Thinker_PH,"103"
Third_Rampart,"26"
Thousandarm_Deshglesh,"100"
Thousand_Eyes_PX,"128"
Thread_Leech,"20"
Three-eyed_Prozpuz_past,"4"
Three_of_Batons,"175"
Three_of_Coins,"175"
Three_of_Cups,"175"
Three_of_Swords,"175"
Throatripper_Predator,"3"
Thrym,"128"
Thunderbolt_Piraal_Ja,"61"
Thunderclap_Sareel_Ja,"76"
Thunderhead,"84"
Thunder_Elemental,"185"
Thunder_Fiend,"13"
Thunder_Gremlin,"211"
Thunder_Pot,"156"
Tiamat,"96"
Ticktox_Beadyeyes,"63"
Tieholtsodi,"96"
Tigerbane_Bakdak,"104"
Time_Bomb,"24"
Tind,"242"
Tinnin,"4"
Tiny_Lycopodium,"199"
Tiny_Mandragora,"44"
Tipha,"160"
Titania,"238"
Titanis_Dax,"80"
Titanis_Jax,"80"
Titanis_Max,"80"
Titanis_Xax,"80"
Titan_Prime,"26"
Titlacauan,"85"
Tiyaash,"3"
Toad,"191"
Toadbolster,"120"
Toadcushion,"120"
Toadpillow,"120"
Toadsquab,"120"
Toadstool,"120"
Tocktix_Thinlids,"63"
Tombstone_Prototype,"32"
Tomb_Bat,"0"
Tomb_Mage,"52"
Tomb_Warrior,"60"
Tomb_Wolf,"108"
Locus_Tomb_Worm,"168"
Tom_Tit_Tat,"44"
Tonberry_Bedeviler,"153"
Tonberry_Beleaguerer,"202"
Tonberry_Chopper,"179"
Tonberry_Creeper,"159"
Tonberry_Cutter,"178"
Tonberry_Decapitator,"181"
Tonberry_Decimator,"181"
Tonberry_Dismayer,"202"
Tonberry_Harasser,"199"
Tonberry_Harrier,"207"
Tonberry_Hexer,"193"
Tonberry_Imprecator,"188"
Tonberry_Jinxer,"188"
Tonberry_Kinq,"222"
Tonberry_Lieje,"227"
Tonberry_Maledictor,"188"
Tonberry_Pontifex,"197"
Tonberry_Pursuer,"167"
Tonberry_Shadower,"167"
Tonberry_Slasher,"179"
Tonberry_Stabber,"179"
Tonberry_Stalker,"164"
Tonberrys_Avatar,"23"
Tonberrys_Elemental,"8"
Tonberry_Tracker,"160"
Tonberry_Trailer,"167"
Topaz_Quadav,"156"
Toppling_Tuber,"201"
Torama,"111"
Tormentor,"73"
Torvotaur,"80"
Tottering_Toby,"136"
Toucan,"188"
Tower_Bats,"4"
Tracer_Antlion,"67"
Tracker_Antlion,"67"
Tragopan,"189"
Trailblix_Goatmug,"64"
Trained_Bat,"0"
Trained_Crab,"100"
Trained_Scorpion,"28"
Treacle_Slug,"229"
Treant,"132"
Treant_Sapling_WW_BT,"136"
Treasure_Chest,"2"
Treefeller_Snogrog,"27"
Tree_Crab,"100"
Tremor_Ram,"88"
Trench_Antlion,"68"
Tres_Duendes,"7"
Triangle_Crab,"100"
Triarius_IV-XIV,"2"
Triarius_V-VIII,"0"
Triarius_X-XV,"236"
Triarius_XIII-LIX,"4"
Tribunus_VII-I,"235"
Trickster_Kinetix,"195"
Trikotrak,"169"
Trion,"6"
Tristitia,"131"
Troglodyte_Dhalmel,"76"
Troll_Artilleryman_H,"173"
Troll_Cameist,"172"
Troll_Cannoneer,"171"
Troll_Combatant,"176"
Troll_Cuirasser_H,"149"
Troll_Destroyer,"248"
Troll_Engraver,"176"
Troll_Forager,"150"
Troll_Gemologist,"153"
Troll_Grenadier_H,"174"
Troll_Hammersmith,"248"
Troll_Hoplite,"152"
Troll_Ironworker,"150"
Troll_Lapidarist,"148"
Troll_Machinist,"176"
Troll_Mythril_Guard,"151"
Troll_Paviser,"150"
Troll_Pezhetairoi,"147"
Troll_Sabreur,"172"
Troll_Scrimer,"151"
Troll_Shieldbearer,"153"
Troll_Smelter,"171"
Troll_Speculator,"176"
Troll_Stoneworker,"176"
Troll_Stormer,"172"
Troll_Surveillant,"176"
Trolls_Automaton,"185"
Troll_Targeteer,"155"
Troll_Velites,"176"
Trombe,"52"
Trompe_LOeil,"176"
Tropical_Rarab,"13"
Tros,"96"
Trotting_Sapling,"136"
Trudging_Thomas,"88"
Tsaagan,"60"
Tsuchigumo,"54"
Tuchulcha,"68"
Tufflix_Loglimbs,"63"
Tulwar_Scorpion,"28"
Tumbling_Truffle,"120"
Tundra_Tiger,"52"
Tunga,"212"
Tungsiton,"201"
Tunnel_Worm,"168"
Turul,"174"
Tusked_Tigon,"52"
Tuskertrap,"65"
Twilotak,"185"
Two-faced_Flan,"7"
Two_of_Batons,"175"
Two_of_Coins,"175"
Two_of_Cups,"175"
Two_of_Swords,"175"
Tyger,"14"
Tymexox_Ninefingers,"63"
Typhoon_Wyvern,"142"
Tyrannic_Tunnok,"28"
Tyrannobugard,"71"
Tyrannotaur,"79"
Tyrfing,"243"
Tzee_Xicu_Idol,"37"
Tzee_Xicus_Elemental,"10"
Tzee_Xicu_the_Manifest,"13"
Ubdeen,"95"
Ubume,"80"
Udhaaman,"95"
Uggalepih_Leech,"20"
Ulagohvsdi_Tlugvi,"135"
Ulbrecht,"7"
Uleguerand_Tiger,"52"
Ulhuadshi,"237"
Ulla,"14"
Ullikummi,"176"
Ultima,"51"
Ultrasonic_Zeknajak,"25"
Bight_Rarab,"13"
Ulhpemde,"127"
Ulphuabo,"130"
Ulxzomit,"16"
Ulyovra,"124"
Umarid,"173"
Diabolos_Umbra,"121"
Undead_Bats,"4"
Undead_Crab,"100"
Undead_Leech,"21"
Undead_Slime,"36"
Undead_Toad,"65"
Undefeatable_Sappdapp,"103"
Underworld_Bats,"4"
Ungeweder,"102"
Ungur,"142"
Unseelie,"240"
Unstable_Cluster,"34"
Unut,"12"
Upas-Kamuy,"27"
Upyri,"1"
Uragnite,"81"
Urayuli,"40"
Uriri_Samariri,"21"
Utgarth_Bat,"1"
Utgarth_Bats,"7"
Utgarth_Leech,"21"
Utukku_S,"112"
Vaa_Huja_the_Erudite,"72"
Vaa_Oozus_Scolopendrid,"195"
Vaa_Oozu_the_Redolent,"34"
Vadleany,"226"
Vagrant_Lindwurm,"61"
Vahi,"28"
Vaicoliaux_B_DAurphe,"21"
Vajra_Quadav,"159"
Valaineral_R_Davilles,"26"
Vale_Crab,"100"
Valkeng,"185"
Valkurm_Emperor,"192"
Valley_Manticore,"146"
Valor,"96"
Vampire_Bat,"0"
Vampyr_Bats,"4"
Vampyr_Dog,"108"
Vampyr_Jarl,"53"
Vampyr_Wolf,"108"
Vangknok_of_Clan_Death,"124"
Vanguard_Alchemist,"65"
Vanguard_Ambusher,"62"
Vanguard_Amputator,"26"
